r2,rmse,mae,hit_rate,ic,rank_ic,split,days
-5349.95392477009,0.7552284471997838,0.5350399768116524,0.48728454952240735,-0.011629332648006594,-0.030793847386335973,train,105
-4414.34171851885,0.6125747960419565,0.4293640639414364,0.4870812156782018,-0.036045417153756115,-0.02828716912179592,val,35
-2669.5931754521353,0.7010252741038229,0.4930419532022003,0.4893286957810241,0.004479180795846545,-0.013137509255980003,test,36
